Date,time_start,time_end,site,Tow,Net, Sample,Day_Night,Start_Depth,End_Depth,Depth_Filtered,Volume_Filtered_m3,Volume_Filtered.10000,n,"n.10,000_m2","n.10,000_m3",Wet_Mass_g,g.10000_m2,Wet_Mass_g.10000_m3,Comments,Micronekton,Broad_Classification,Broad_Classification_noCyclothone,Family_ID,SwimBladder_gas_assumed,Broad_Classification_2,Genus_ID_orSubfamily,Species_ID
4/9/2021,7:51,13:48,CTA,S12,2,795,Day,1000,700.4,299.6,42745.8,4.27458,65,4555.769222,15.2061723,3.65,255.82,0.85,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,2,780,Day,1000,700.4,299.6,42745.8,4.27458,1,70.08875726,0.233941112,28.75,2015.05,6.73,,Micronekton,Fish,Fish,Macrouridae,Y,SB Fish,Nezumia,parini
4/9/2021,7:51,13:48,CTA,S12,2,785,Day,1000,700.4,299.6,42745.8,4.27458,8,560.7100581,1.871528899,22,1541.95,5.15,2 big ones to JP,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,2,792,Day,1000,700.4,299.6,42745.8,4.27458,5,350.4437863,1.169705562,0.35,24.53,0.08,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,2,781,Day,1000,700.4,299.6,42745.8,4.27458,1,70.08875726,0.233941112,17.35,1216.04,4.06,In same jar as 782,Micronekton,Fish,Fish,Nemicthyidae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,2,779,Day,1000,700.4,299.6,42745.8,4.27458,2,140.1775145,0.467882225,46.05,3227.59,10.77,,Micronekton,Fish,Fish,Neoscopelidae,N,Fish,Scopelengys,tristis
4/9/2021,7:51,13:48,CTA,S12,2,782,Day,1000,700.4,299.6,42745.8,4.27458,1,70.08875726,0.233941112,69.9,4899.2,16.35,In same jar as 781,Micronekton,Fish,Fish,Serrivomeridae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,2,798,Day,1000,700.4,299.6,42745.8,4.27458,19,1331.686388,4.444881135,0.25,17.52,0.06,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,2,797,Day,1000,700.4,299.6,42745.8,4.27458,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/9/2021,7:51,13:48,CTA,S12,2,800,Day,1000,700.4,299.6,42745.8,4.27458,1,70.08875726,0.233941112,0.25,17.52,0.06,,Plankton,Other,Other,Tomopteridae,,Other,,
4/9/2021,7:51,13:48,CTA,S12,3,806,Day,700.4,446.2,254.2,34240.5,3.42405,4,296.9582804,1.16820724,1.1,81.66,0.32,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/9/2021,7:51,13:48,CTA,S12,3,812,Day,700.4,446.2,254.2,34240.5,3.42405,2,148.4791402,0.58410362,0.05,3.71,0.01,Juveniles,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
4/9/2021,7:51,13:48,CTA,S12,3,810,Day,700.4,446.2,254.2,34240.5,3.42405,3,222.7187103,0.87615543,0.3,22.27,0.09,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,3,808,Day,700.4,446.2,254.2,34240.5,3.42405,39,2895.343234,11.39002059,2.75,204.16,0.8,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,3,809,Day,700.4,446.2,254.2,34240.5,3.42405,32,2375.666243,9.34565792,4,296.96,1.17,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,3,811,Day,700.4,446.2,254.2,34240.5,3.42405,1,74.2395701,0.29205181,0.15,11.14,0.04,,Micronekton,Fish,Fish,Bathylagidae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,3,802,Day,700.4,446.2,254.2,34240.5,3.42405,8,593.9165608,2.33641448,4.15,308.09,1.21,,Micronekton,Fish,Fish,Bregmacerotidae,Y,SB Fish,Bregmaceros,
4/9/2021,7:51,13:48,CTA,S12,3,813,Day,700.4,446.2,254.2,34240.5,3.42405,73,5419.488617,21.31978213,3.05,226.43,0.89,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/9/2021,7:51,13:48,CTA,S12,3,807,Day,700.4,446.2,254.2,34240.5,3.42405,21,1559.030972,6.13308801,0.65,48.26,0.19,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,3,804,Day,700.4,446.2,254.2,34240.5,3.42405,19,1410.551832,5.54898439,54.35,4034.92,15.87,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,3,803,Day,700.4,446.2,254.2,34240.5,3.42405,44,3266.541084,12.85027964,18.9,1403.13,5.52,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,3,801,Day,700.4,446.2,254.2,34240.5,3.42405,1,74.2395701,0.29205181,8.15,605.05,2.38,,Micronekton,Fish,Fish,Nemicthyidae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,3,805,Day,700.4,446.2,254.2,34240.5,3.42405,7,519.6769907,2.04436267,0.7,51.97,0.2,,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,3,814,Day,700.4,446.2,254.2,34240.5,3.42405,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/9/2021,7:51,13:48,CTA,S12,4,826,Day,446.2,89.8,356.4,60610.1,6.06101,4,235.2083234,0.659956014,0.9,52.92,0.15,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/9/2021,7:51,13:48,CTA,S12,4,827,Day,446.2,89.8,356.4,60610.1,6.06101,21,1234.843698,3.464769073,4.85,285.19,0.8,,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
4/9/2021,7:51,13:48,CTA,S12,4,823,Day,446.2,89.8,356.4,60610.1,6.06101,17,999.6353743,2.804813059,6.5,382.21,1.07,2 not in photo,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,4,815,Day,446.2,89.8,356.4,60610.1,6.06101,1,58.80208084,0.164989003,1.5,88.2,0.25,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,4,818,Day,446.2,89.8,356.4,60610.1,6.06101,1,58.80208084,0.164989003,0.15,8.82,0.02,,Micronekton,Crustacea,Crustacea,Lobster phyllosome,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,4,824,Day,446.2,89.8,356.4,60610.1,6.06101,1,58.80208084,0.164989003,0.05,2.94,0.01,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,4,817,Day,446.2,89.8,356.4,60610.1,6.06101,1,58.80208084,0.164989003,1.3,76.44,0.21,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,4,825,Day,446.2,89.8,356.4,60610.1,6.06101,3,176.4062425,0.49496701,0.8,47.04,0.13,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,4,828,Day,446.2,89.8,356.4,60610.1,6.06101,166,9761.14542,27.38817458,8.45,496.88,1.39,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/9/2021,7:51,13:48,CTA,S12,4,829,Day,446.2,89.8,356.4,60610.1,6.06101,5,294.0104042,0.824945017,0.2,11.76,0.03,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,4,820,Day,446.2,89.8,356.4,60610.1,6.06101,45,2646.093638,7.424505157,7.3,429.26,1.2,Picture includes 5 vinciguerria that were separated,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,4,821,Day,446.2,89.8,356.4,60610.1,6.06101,17,999.6353743,2.804813059,0.95,55.86,0.16,,Micronekton,Fish,Fish,Phosichthyidae,Y,SB Fish,Vinciguerria,
4/9/2021,7:51,13:48,CTA,S12,4,816,Day,446.2,89.8,356.4,60610.1,6.06101,1,58.80208084,0.164989003,1.2,70.56,0.2,,Micronekton,Fish,Fish,Scorpaenidae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,4,822,Day,446.2,89.8,356.4,60610.1,6.06101,40,2352.083234,6.599560139,8.75,514.52,1.44,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,4,819,Day,446.2,89.8,356.4,60610.1,6.06101,2,117.6041617,0.329978007,0.35,20.58,0.06,,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,4,830,Day,446.2,89.8,356.4,60610.1,6.06101,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/9/2021,7:51,13:48,CTA,S12,5,835,Day,89.8,9.9,79.9,20620.9,2.06209,1,38.74709639,0.484944886,0.1,3.87,0.05,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/9/2021,7:51,13:48,CTA,S12,5,831,Day,89.8,9.9,79.9,20620.9,2.06209,1,38.74709639,0.484944886,0.05,1.94,0.02,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/9/2021,7:51,13:48,CTA,S12,5,834,Day,89.8,9.9,79.9,20620.9,2.06209,3,116.2412892,1.454834658,0.1,3.87,0.05,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,5,832,Day,89.8,9.9,79.9,20620.9,2.06209,1,38.74709639,0.484944886,0.05,1.94,0.02,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/9/2021,7:51,13:48,CTA,S12,5,833,Day,89.8,9.9,79.9,20620.9,2.06209,1,38.74709639,0.484944886,0.05,1.94,0.02,,Micronekton,Fish,Fish,Trachipteridae,N,Fish,,
4/9/2021,7:51,13:48,CTA,S12,5,836,Day,89.8,9.9,79.9,20620.9,2.06209,,0,0,Not weighted,#VALUE!,Not weighted,Two jars labelled 1/2 of 2,Plankton,Other,Other,Miscellaneous,,Other,,
4/15/2021,8:27,14:43,PRZ-NE,S13,0,904,Day,0,1500.8,1500.8,58556.7,5.85567,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,All,,Other,,
4/15/2021,8:27,14:43,PRZ-NE,S13,0,905,Day,0,1500.8,1500.8,58556.7,5.85567,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Pyrosome,,Other,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,849,Day,1500.8,997.6,503.2,73794.8,7.37948,9,613.7017784,1.219598129,1.15,78.42,0.16,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,844,Day,1500.8,997.6,503.2,73794.8,7.37948,15,1022.836297,2.032663548,20.75,1414.92,2.81,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,848,Day,1500.8,997.6,503.2,73794.8,7.37948,32,2182.050768,4.336348903,1.1,75.01,0.15,,Plankton,Crustacea,Crustacea,Copepoda,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,843,Day,1500.8,997.6,503.2,73794.8,7.37948,9,613.7017784,1.219598129,1.2,81.83,0.16,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,850,Day,1500.8,997.6,503.2,73794.8,7.37948,39,2659.374373,5.284925225,7.7,525.06,1.04,1 large Gnaphausia - Gracelis? ,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,846,Day,1500.8,997.6,503.2,73794.8,7.37948,1,68.18908649,0.135510903,1.95,132.97,0.26,,Plankton,Crustacea,Crustacea,Ostracod,,Crustacea,Gigantocypris,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,842,Day,1500.8,997.6,503.2,73794.8,7.37948,15,1022.836297,2.032663548,7.05,480.73,0.96,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,852,Day,1500.8,997.6,503.2,73794.8,7.37948,2,136.378173,0.271021806,0.05,3.41,0.01,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,845,Day,1500.8,997.6,503.2,73794.8,7.37948,1,68.18908649,0.135510903,3.05,207.98,0.41,,Micronekton,Fish,Fish,Lophiiformes,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,840,Day,1500.8,997.6,503.2,73794.8,7.37948,11,750.0799514,1.490619935,194,13228.68,26.29,"4 biggest to JP -- Weights: Biggest (91.60 g), 2nd Biggest (48.20 g), 3rd Biggest (23.80 g), 4th Biggest (11.05), Rest (19.35)",Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,841,Day,1500.8,997.6,503.2,73794.8,7.37948,9,613.7017784,1.219598129,23,1568.35,3.12,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,847,Day,1500.8,997.6,503.2,73794.8,7.37948,1,68.18908649,0.135510903,10.6,722.8,1.44,,Micronekton,Fish,Fish,Serrivomeridae,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,1,851,Day,1500.8,997.6,503.2,73794.8,7.37948,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,858,Day,997.6,700.7,296.9,48201,4.8201,3,184.7886973,0.622393726,146.7,9036.17,30.44,140.7 g big one,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,876,Day,997.6,700.7,296.9,48201,4.8201,2,123.1924649,0.414929151,0.4,24.64,0.08,,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,873,Day,997.6,700.7,296.9,48201,4.8201,8,492.7698595,1.659716603,1,61.6,0.21,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,864,Day,997.6,700.7,296.9,48201,4.8201,24,1478.309579,4.97914981,29.6,1823.25,6.14,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,872,Day,997.6,700.7,296.9,48201,4.8201,6,369.5773947,1.244787453,0.25,15.4,0.05,,Plankton,Crustacea,Crustacea,Copepoda,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,865,Day,997.6,700.7,296.9,48201,4.8201,16,985.5397191,3.319433207,1.95,120.11,0.4,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,863,Day,997.6,700.7,296.9,48201,4.8201,20,1231.924649,4.149291508,2.3,141.67,0.48,,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,874,Day,997.6,700.7,296.9,48201,4.8201,3,184.7886973,0.622393726,7.6,468.13,1.58,,Plankton,Crustacea,Crustacea,Ostracod,,Crustacea,Gigantocypris,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,860,Day,997.6,700.7,296.9,48201,4.8201,27,1663.098276,5.601543536,5.9,363.42,1.22,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,862,Day,997.6,700.7,296.9,48201,4.8201,12,739.1547893,2.489574905,8.15,502.01,1.69,,Micronekton,Crustacea,Crustacea,Sergestidae,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,856,Day,997.6,700.7,296.9,48201,4.8201,1,61.59623244,0.207464575,13.1,806.91,2.72,,Micronekton,Fish,Fish,Astronesthidae,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,868,Day,997.6,700.7,296.9,48201,4.8201,6,369.5773947,1.244787453,1.7,104.71,0.35,,Micronekton,Fish,Fish,Bathylagidae,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,854,Day,997.6,700.7,296.9,48201,4.8201,1,61.59623244,0.207464575,6.6,406.54,1.37,,Micronekton,Fish,Fish,Cetomimidae,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,866,Day,997.6,700.7,296.9,48201,4.8201,609,37512.10556,126.3459264,79.4,4890.74,16.47,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,867,Day,997.6,700.7,296.9,48201,4.8201,48,2956.619157,9.95829962,2.75,169.39,0.57,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,859,Day,997.6,700.7,296.9,48201,4.8201,56,3449.389017,11.61801622,28.6,1761.65,5.93,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,861,Day,997.6,700.7,296.9,48201,4.8201,9,554.366092,1.867181179,0.75,46.2,0.16,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,857,Day,997.6,700.7,296.9,48201,4.8201,7,431.1736271,1.452252028,34.1,2100.43,7.07,1 with regrown tail,Micronekton,Fish,Fish,Nemicthyidae,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,855,Day,997.6,700.7,296.9,48201,4.8201,2,123.1924649,0.414929151,61.35,3778.93,12.73,,Micronekton,Fish,Fish,Neoscopelidae,N,Fish,Scopelengys,tristis
4/15/2021,8:27,14:43,PRZ-NE,S13,2,870,Day,997.6,700.7,296.9,48201,4.8201,1,61.59623244,0.207464575,0.15,9.24,0.03,,Micronekton,Fish,Fish,Paralepididae,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,875,Day,997.6,700.7,296.9,48201,4.8201,3,184.7886973,0.622393726,0.5,30.8,0.1,,Micronekton,Fish,Fish,Phosichthyidae,Y,SB Fish,Vinciguerria,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,853,Day,997.6,700.7,296.9,48201,4.8201,1,61.59623244,0.207464575,14.35,883.91,2.98,,Micronekton,Fish,Fish,Stomiidae,N,Fish,Chauliodus,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,869,Day,997.6,700.7,296.9,48201,4.8201,3,184.7886973,0.622393726,0.25,15.4,0.05,,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,2,871,Day,997.6,700.7,296.9,48201,4.8201,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/15/2021,8:27,14:43,PRZ-NE,S13,3,884,Day,700.7,448.7,252,47822.8,4.78228,1,52.69453064,0.20910528,0.05,2.63,0.01,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,3,883,Day,700.7,448.7,252,47822.8,4.78228,3,158.0835919,0.627315841,0.3,15.81,0.06,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,3,878,Day,700.7,448.7,252,47822.8,4.78228,10,526.9453064,2.091052803,2.95,155.45,0.62,,Micronekton,Fish,Fish,Bregmacerotidae,Y,SB Fish,Bregmaceros,
4/15/2021,8:27,14:43,PRZ-NE,S13,3,877,Day,700.7,448.7,252,47822.8,4.78228,48,2529.337471,10.03705346,3.9,205.51,0.82,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/15/2021,8:27,14:43,PRZ-NE,S13,3,882,Day,700.7,448.7,252,47822.8,4.78228,9,474.2507758,1.881947523,0.3,15.81,0.06,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,3,879,Day,700.7,448.7,252,47822.8,4.78228,7,368.8617145,1.463736962,13.5,711.38,2.82,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,3,880,Day,700.7,448.7,252,47822.8,4.78228,25,1317.363266,5.227632008,13.35,703.47,2.79,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,3,881,Day,700.7,448.7,252,47822.8,4.78228,2,105.3890613,0.418210561,0.35,18.44,0.07,,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,3,885,Day,700.7,448.7,252,47822.8,4.78228,,0,0,Not weighted,#VALUE!,Not weighted,Lots of krill,Plankton,Other,Other,Miscellaneous,,Other,,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,894,Day,448.7,70.2,378.5,54835.7,5.48357,19,1311.463153,3.464896044,12.2,842.1,2.22,,Micronekton,Cephalopoda,Cephalopoda,Octopoda,,Cephalopoda,,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,895,Day,448.7,70.2,378.5,54835.7,5.48357,15,1035.365647,2.735444245,5.25,362.38,0.96,,Micronekton,Cephalopoda,Cephalopoda,Squid,,Cephalopoda,,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,898,Day,448.7,70.2,378.5,54835.7,5.48357,31,2139.75567,5.65325144,4.25,293.35,0.78,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,888,Day,448.7,70.2,378.5,54835.7,5.48357,5,345.1218823,0.911814748,0.35,24.16,0.06,,Micronekton,Fish,Fish,Bregmacerotidae,Y,SB Fish,Bregmaceros,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,890,Day,448.7,70.2,378.5,54835.7,5.48357,4,276.0975058,0.729451799,0.8,55.22,0.15,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,889,Day,448.7,70.2,378.5,54835.7,5.48357,2,138.0487529,0.364725899,0.15,10.35,0.03,,Micronekton,Fish,Fish,Juvenile fish,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,886,Day,448.7,70.2,378.5,54835.7,5.48357,2,138.0487529,0.364725899,1.15,79.38,0.21,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,891,Day,448.7,70.2,378.5,54835.7,5.48357,97,6695.364516,17.68920612,19.9,1373.59,3.63,,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,896,Day,448.7,70.2,378.5,54835.7,5.48357,218,15047.31407,39.75512303,16.3,1125.1,2.97,,Micronekton,Fish,Fish,Phosichthyidae,Y,SB Fish,Vinciguerria,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,893,Day,448.7,70.2,378.5,54835.7,5.48357,1,69.02437646,0.18236295,0.15,10.35,0.03,,Micronekton,Fish,Fish,Scopelarchidae,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,887,Day,448.7,70.2,378.5,54835.7,5.48357,2,138.0487529,0.364725899,0.3,20.71,0.05,,Micronekton,Fish,Fish,Sternoptychidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,892,Day,448.7,70.2,378.5,54835.7,5.48357,14,966.3412704,2.553081296,1.45,100.09,0.26,All juveniles,Micronekton,Fish,Fish,Stomiidae,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,4,897,Day,448.7,70.2,378.5,54835.7,5.48357,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
4/15/2021,8:27,14:43,PRZ-NE,S13,5,900,Day,70.2,5.1,65.1,26326.2,2.63262,2,49.45643503,0.759699463,0.2,4.95,0.08,,Micronekton,Fish,,Gonostomatidae,N,Fish,Cyclothone,
4/15/2021,8:27,14:43,PRZ-NE,S13,5,903,Day,70.2,5.1,65.1,26326.2,2.63262,4,98.91287007,1.519398926,0.05,1.24,0.02,,Plankton,Fish,Fish,Juvenile fish,N,Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,5,899,Day,70.2,5.1,65.1,26326.2,2.63262,1,24.72821752,0.379849731,0.4,9.89,0.15,,Micronekton,Fish,Fish,Melamphaeidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,5,901,Day,70.2,5.1,65.1,26326.2,2.63262,1,24.72821752,0.379849731,0.05,1.24,0.02,Juvenile,Micronekton,Fish,Fish,Myctophidae,Y,SB Fish,,
4/15/2021,8:27,14:43,PRZ-NE,S13,5,902,Day,70.2,5.1,65.1,26326.2,2.63262,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,Miscellaneous,,Other,,
3/18/2021,8:13,14:58,PRZ-NE,S2,0,140,Day,0,1500.5,1500.5,68147.7,6.81477,1,220.1835132,0.146740095,6.55,1442.2,0.96,,Micronekton,Fish,Fish,Liparidae,N,Fish,,
3/18/2021,8:13,14:58,PRZ-NE,S2,0,141,Day,0,1500.5,1500.5,68147.7,6.81477,,0,0,Not weighted,#VALUE!,Not weighted,,Plankton,Other,Other,All,,Other,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,81,Day,1500.5,1000.2,500.3,99139,9.9139,1,50.46449934,0.100868478,5.9,297.74,0.6,,Micronekton,Cephalopoda,Cephalopoda,Chiroteuthidae,,Cephalopoda,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,89,Day,1500.5,1000.2,500.3,99139,9.9139,10,504.6449934,1.008684776,1.35,68.13,0.14,,Micronekton,Crustacea,Crustacea,Amphipoda,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,84,Day,1500.5,1000.2,500.3,99139,9.9139,18,908.3609881,1.815632597,81.1,4092.67,8.18,,Micronekton,Crustacea,Crustacea,Caridea,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,87,Day,1500.5,1000.2,500.3,99139,9.9139,8,403.7159947,0.806947821,1.8,90.84,0.18,,Micronekton,Crustacea,Crustacea,Euphausiacea,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,88,Day,1500.5,1000.2,500.3,99139,9.9139,22,1110.218985,2.219106507,11.1,560.16,1.12,,Micronekton,Crustacea,Crustacea,Mysidae,,Crustacea,,
3/18/2021,8:13,14:58,PRZ-NE,S2,1,86,Day,1500.5,1000.2,500.3,99139,9.9139,2,100.9289987,0.201736955,1.6,80.74,0.16,,Micronekton,Crustacea,Crustacea,Penaeidae,,Crustacea,,
